Vol,Year,Title,题目,网址
122-114,2019,An implicit joint-continuum model for the hydro-mechanical analysis of fractured rock masses,裂隙岩体水力 - 力学分析的隐式连续 - 连续模型,/science/article/pii/S1365160918304350/pdfft?md5=3407431f0e4fcdca70cc1b901a66f36a&pid=1-s2.0-S1365160918304350-main.pdf
122-114,2019,Interplay between random and correlated fracture processes induced by shock-waves in compressed granites,压缩花岗岩中冲击波引起的随机和相关裂缝过程之间的相互作用,/science/article/pii/S1365160918307007/pdfft?md5=1e75d2f504c208b29f1d38bf0a9ec489&pid=1-s2.0-S1365160918307007-main.pdf
122-114,2019,End bearing response of open-ended pipe piles embedded in rock,嵌入岩石中的开口管桩的端承承响应,/science/article/pii/S1365160918300340/pdfft?md5=e9d06db155cf3499e668e087a0aa3a0d&pid=1-s2.0-S1365160918300340-main.pdf
122-114,2019,Rock cone penetration test under lateral confining pressure,侧向围压下的岩锥渗透试验,/science/article/pii/S1365160918302880/pdfft?md5=ed9db776bc9a6dc71173556afde544c1&pid=1-s2.0-S1365160918302880-main.pdf
122-114,2019,Relationships between mechanical and transport properties in Marcellus shale,马塞勒斯页岩的力学和运移特性之间的关系,/science/article/pii/S1365160918311870/pdfft?md5=bae5c3a56fedc227340385ba8b5a5963&pid=1-s2.0-S1365160918311870-main.pdf
122-114,2019,Analysis of the diffusion process of mining overburden separation strata based on the digital speckle correlation coefficient field,基于数字散斑相关系数场的采动覆岩分层扩散过程分析,/science/article/pii/S1365160918301850/pdfft?md5=9f8f75ff1974f4657dd2953936764fd2&pid=1-s2.0-S1365160918301850-main.pdf
122-114,2019,Crack development in transversely isotropic sandstone discs subjected to Brazilian tests observed using digital image correlation,使用数字图像相关性观察巴西测试的横向各向同性砂岩盘的裂缝发展,/science/article/pii/S1365160918311183/pdfft?md5=3a3371af242e1b1072cf90892309fcc4&pid=1-s2.0-S1365160918311183-main.pdf
122-114,2019,Numerical study of the bolt-grout interface for fully grouted rockbolt under different confining conditions,不同围压条件下全注浆锚杆锚注界面的数值研究,/science/article/pii/S1365160917309553/pdfft?md5=4bfdb7bb707c327cf139c6101739eec1&pid=1-s2.0-S1365160917309553-main.pdf
122-114,2019,Application of drill-monitoring for chargeability assessment in sublevel caving,钻探监测在分段崩落法充填能力评估中的应用,/science/article/pii/S1365160918311572/pdfft?md5=5cb865c72acaea59579cb9a1490042b1&pid=1-s2.0-S1365160918311572-main.pdf
122-114,2019,Dynamic characteristics and safety criterion of deep rock mine opening under blast loading,爆炸荷载作用下深部岩矿开采动力特性及安全判据,/science/article/pii/S1365160918304428/pdfft?md5=205e394420063974a78e3b2762b4c2dd&pid=1-s2.0-S1365160918304428-main.pdf
122-114,2019,A cohesion loss model for determining residual strength of intact rocks,确定完整岩石残余强度的凝聚力损失模型,/science/article/pii/S1365160918309614/pdfft?md5=37ad861111a241969bf3a18af0e8843e&pid=1-s2.0-S1365160918309614-main.pdf
122-114,2019,Stability of tunnels according to depth and variability of rock mass parameters,根据岩体参数的深度和变异性确定隧道的稳定性,/science/article/pii/S1365160918310839/pdfft?md5=9c5011843a33b5218b31783cb5bd518c&pid=1-s2.0-S1365160918310839-main.pdf
122-114,2019,Failure mechanisms and stability analyses of granitic boulders focusing a case study in Galicia (Spain),花岗岩巨石的破坏机理和稳定性分析侧重于加利西亚（西班牙）的案例研究,/science/article/pii/S1365160918312784/pdfft?md5=c99f11de6ad0b3f1b646c6224c783091&pid=1-s2.0-S1365160918312784-main.pdf
122-114,2019,Editorial Board,编委会,/science/article/pii/S1365160919306045/pdfft?md5=ba96978c305a6368cb42033b4c12fd1e&pid=1-s2.0-S1365160919306045-main.pdf
122-114,2019,Regression model for predicting tunnel strain in strain-softening rock mass for underground openings,地下洞室应变软化岩体隧道应变预测的回归模型,/science/article/pii/S1365160918309511/pdfft?md5=ad847825892be8a7b22153fce0f69799&pid=1-s2.0-S1365160918309511-main.pdf
122-114,2019,Predicting of uniaxial compressive strength of some igneous and metamorphic rocks by block punch index and cylindrical punch index tests,用块冲击指数和圆柱冲击指数试验预测某些火成岩和变质岩的单轴抗压强度,/science/article/pii/S1365160918307469/pdfft?md5=f38b7085260b480d9d9dfc67ffe271d4&pid=1-s2.0-S1365160918307469-main.pdf
122-114,2019,Crack propagation behavior in slit charge blasting under high static stress conditions,高静态应力条件下缝隙爆破中的裂纹扩展行为,/science/article/pii/S1365160918311596/pdfft?md5=c7ab0cb3bf273dab8da80276c040e12e&pid=1-s2.0-S1365160918311596-main.pdf
122-114,2019,Geomechanical characterization of gondwana shale across nano-micro-meso scales,纳米微观尺度上冈瓦纳页岩的地质力学特征,/science/article/pii/S1365160918311432/pdfft?md5=0b20d07929dcdd52c0dd15b0674d61ba&pid=1-s2.0-S1365160918311432-main.pdf
122-114,2019,Directional permeability evolution in intact and fractured coal subjected to true-triaxial stresses under dry and water-saturated conditions,在干燥和水饱和条件下，完整和裂缝煤在真三轴应力作用下的定向渗透率演化,/science/article/pii/S1365160919301078/pdfft?md5=122e3c6d4f6a9e3d60534b84c67009ad&pid=1-s2.0-S1365160919301078-main.pdf
122-114,2019,Hydraulic fracturing modeling using a discrete fracture network in the Barnett Shale,Barnett页岩中采用离散裂缝网络的水力压裂模拟,/science/article/pii/S1365160918304696/pdfft?md5=df722d70202e74b3d915460a3efe4d1b&pid=1-s2.0-S1365160918304696-main.pdf
122-114,2019,A study of rock pillar behaviors in laboratory and in-situ scales using combined finite-discrete element method models,用有限 - 离散元组合模型研究实验室和地块尺度的岩柱特性,/science/article/pii/S136516091831116X/pdfft?md5=86a02650b2e1ea6357ed552d38ec9f4f&pid=1-s2.0-S136516091831116X-main.pdf
122-114,2019,Editorial Board,编委会,/science/article/pii/S1365160919304575/pdfft?md5=e80e462bb625290589fc13954557e45a&pid=1-s2.0-S1365160919304575-main.pdf
122-114,2019,Experimental investigation on compaction characteristics and permeability evolution of broken coal,破碎煤的压实特性与渗透率演化试验研究,/science/article/pii/S1365160918310645/pdfft?md5=6c15ff48301004a47c7601dd1746e263&pid=1-s2.0-S1365160918310645-main.pdf
122-114,2019,Propagation of toughness-dominated fluid-driven fractures in reactive porous media,韧性主导的流体驱动裂缝在反应多孔介质中的传播,/science/article/pii/S1365160918305380/pdfft?md5=5445b39f637c06bc81ea31897124642d&pid=1-s2.0-S1365160918305380-main.pdf
122-114,2019,A novel large-scale three-dimensional apparatus to study mechanisms of coal and gas outburst,一种研究煤与瓦斯突出机理的新型大型三维仪器,/science/article/pii/S1365160918311419/pdfft?md5=fb69ea47b40e984d9640e0716e75c14c&pid=1-s2.0-S1365160918311419-main.pdf
122-114,2019,Estimating DEM microparameters for uniaxial compression simulation with genetic programming,使用遗传编程估算用于单轴压缩模拟的DEM微参数,/science/article/pii/S1365160918307123/pdfft?md5=c582acad2110b80ccd2f2f14085a6710&pid=1-s2.0-S1365160918307123-main.pdf
122-114,2019,Stress magnitudes in the Basel enhanced geothermal system,巴塞尔强化地热系统的应力大小,/science/article/pii/S1365160918306798/pdfft?md5=a0028c80d443e7d30cd60916b11493b6&pid=1-s2.0-S1365160918306798-main.pdf
122-114,2019,Editorial Board,编委会,/science/article/pii/S1365160919303569/pdfft?md5=b3e531a3c2cd92e6f43a720ad472d4ec&pid=1-s2.0-S1365160919303569-main.pdf
122-114,2019,Correlational fractal characterisation of stress and acoustic emission during coal and rock failure under multilevel dynamic loading,多级动载作用下煤岩破坏过程中应力声发射的相关分形特征,/science/article/pii/S1365160918309262/pdfft?md5=835599cb531f34b6ad3c1240de42ebc2&pid=1-s2.0-S1365160918309262-main.pdf
122-114,2019,Effects of water saturation on the strength and loading-rate dependence of andesite,含水饱和度对安山岩强度和加载速率依赖性的影响,/science/article/pii/S1365160918311195/pdfft?md5=8e15166b06dc1ff5cbb06becc63caf8b&pid=1-s2.0-S1365160918311195-main.pdf
122-114,2019,Use of an artificial crown pillar in transition from open pit to underground mining,在从露天矿到地下采矿的过渡中使用人造冠柱,/science/article/pii/S1365160918308153/pdfft?md5=af33934cd72eb83fc89f87b9e12ba102&pid=1-s2.0-S1365160918308153-main.pdf
122-114,2019,Deformation and permeability evolution of coals considering the effect of beddings,考虑垫层影响的煤的变形与渗透演化,/science/article/pii/S136516091830666X/pdfft?md5=def0ba47909f3f05aa4e64d409a92c68&pid=1-s2.0-S136516091830666X-main.pdf
122-114,2019,Investigation of movement and damage of integral overburden during shallow coal seam mining,浅埋煤层开采整体覆盖层移动与破坏研究,/science/article/pii/S1365160918306944/pdfft?md5=39e6bca8aae924d3835fbc8d64d50317&pid=1-s2.0-S1365160918306944-main.pdf
122-114,2019,Fracturing evolution analysis of Beishan granite under true triaxial compression based on acoustic emission and strain energy,基于声发射和应变能的北山花岗岩真三轴压缩压裂演化分析,/science/article/pii/S1365160918310220/pdfft?md5=3a8d3aafef68475c4363680cdc943d40&pid=1-s2.0-S1365160918310220-main.pdf
122-114,2019,The effect of flaw filling material on the compressive behaviour of 3D printed rock-like discs,缺陷填充材料对3D打印岩石盘压缩性能的影响,/science/article/pii/S1365160918310347/pdfft?md5=f47bcf45457ecbbcfe54c18d14e8afd0&pid=1-s2.0-S1365160918310347-main.pdf
122-114,2019,Stress wave propagation and dynamic behavior of red sandstone with single bonded planar joint at various angles,不同角度下单粘结平面接头红砂岩的应力波传播和动力学行为,/science/article/pii/S1365160918310177/pdfft?md5=21356b4f3e08c20fdf2ad12d029e2fc0&pid=1-s2.0-S1365160918310177-main.pdf
122-114,2019,Redistribution of local fracture aperture and flow patterns by acidizing,通过酸化重新分布局部裂缝孔径和流动模式,/science/article/pii/S1365160918304295/pdfft?md5=850c9e87411dd107234c9030e6c4c074&pid=1-s2.0-S1365160918304295-main.pdf
122-114,2019,Mechanical property and thermal damage factor of limestone at high temperature,高温下石灰石的力学性能和热损伤因子,/science/article/pii/S136516091830861X/pdfft?md5=0e5bc7e931565e3c4df920c36a888ece&pid=1-s2.0-S136516091830861X-main.pdf
122-114,2019,Peridynamic simulation of thermal failure behaviors in rocks subjected to heating from boreholes,钻孔加热过程中岩石热破坏行为的动力学模拟,/science/article/pii/S1365160918310979/pdfft?md5=9506a583a30d033513965ec10e942d31&pid=1-s2.0-S1365160918310979-main.pdf
122-114,2019,Influence of initial stresses and unloading rates on the deformation and failure mechanism of Jinping marble under true triaxial compression,初始应力和卸荷速率对锦屏大理岩真三轴压缩变形破坏机制的影响,/science/article/pii/S1365160918308967/pdfft?md5=49b97aa7ed913e31c2de52a701ebaa52&pid=1-s2.0-S1365160918308967-main.pdf
122-114,2019,A peak-strength strain energy storage index for rock burst proneness of rock materials,岩石材料岩爆倾向性的峰值应变能储存指数,/science/article/pii/S1365160918303861/pdfft?md5=d65a23b88aed9590384e3e319c966a7a&pid=1-s2.0-S1365160918303861-main.pdf
122-114,2019,Fracture and mechanical characteristics of CO2-saturated sandstone at extreme loading conditions,极端荷载条件下CO2饱和砂岩的断裂与力学特征,/science/article/pii/S1365160918309122/pdfft?md5=c06f3c997629f018dc502c5c64d9de36&pid=1-s2.0-S1365160918309122-main.pdf
122-114,2019,Strainburst phenomena and numerical simulation of self-initiated brittle rock failure,自发脆性岩石破坏的应变爆破现象及数值模拟,/science/article/pii/S1365160918307081/pdfft?md5=909c483a597ae73381c4a66a10cced5b&pid=1-s2.0-S1365160918307081-main.pdf
122-114,2019,Mechanical behaviors and acoustic emission fractal characteristics of coal specimens with a pre-existing flaw of various inclinations under uniaxial compression,单轴压缩下预先存在各种倾斜缺陷的煤样力学行为和声发射分形特征,/science/article/pii/S136516091830710X/pdfft?md5=7a5371b1ee4cc7734772f7d3465be345&pid=1-s2.0-S136516091830710X-main.pdf
122-114,2019,Corrigendum to “Experimental study of flow field structure of interrupted pulsed water jet and breakage of hard rock” [Int J Rock Mech Min Sci (2015) 253–261],“断续脉冲水射流流场结构和硬岩破碎实验研究”的勘误[Int J Rock Mech Min Sci（2015）253-261],/science/article/pii/S1365160919301273/pdfft?md5=89008a1df8cea499d02369393db4787d&pid=1-s2.0-S1365160919301273-main.pdf
122-114,2019,"The role of fractures, effective pressure and loading on the difference between the static and dynamic Poisson's ratio and Young's modulus of Westerly granite",裂缝，有效压力和载荷对西风花岗岩静态和动态泊松比与杨氏模量之差的作用,/science/article/pii/S1365160918304180/pdfft?md5=092c04348b0ef694f640c72dbe1b30c0&pid=1-s2.0-S1365160918304180-main.pdf
122-114,2019,Ground motions induced by mining seismic events with different focal mechanisms,采用不同震源机制的地震事件引起的地面运动,/science/article/pii/S1365160918308232/pdfft?md5=5625fd0f9a4b18e3aa97e1e44b20fa0e&pid=1-s2.0-S1365160918308232-main.pdf
122-114,2019,Effects of thermal treatment on physical and mechanical properties of Valdieri Marble - NW Italy,热处理对Valdieri Marble  -  NW意大利物理力学性质的影响,/science/article/pii/S136516091830981X/pdfft?md5=14d4e34e56b98654ff1aef97eb7656aa&pid=1-s2.0-S136516091830981X-main.pdf
122-114,2019,Editorial Board,编委会,/science/article/pii/S1365160919303041/pdfft?md5=811b93716f24c426799681c9d0ff5550&pid=1-s2.0-S1365160919303041-main.pdf
122-114,2019,Mechanical anisotropy of coal with considerations of realistic microstructures and external loading directions,考虑到真实的微观结构和外部加载方向，煤的机械各向异性,/science/article/pii/S1365160918307433/pdfft?md5=bdb10d3edb4177e9037238269054827c&pid=1-s2.0-S1365160918307433-main.pdf
122-114,2019,Experimental study on pore-fracture evolution law in the thermal damage process of coal,煤岩热损伤过程中孔隙 - 裂缝演化规律的试验研究,/science/article/pii/S1365160918306403/pdfft?md5=50457e2ee2af2e2fce4133f3954a63e5&pid=1-s2.0-S1365160918306403-main.pdf
122-114,2019,An experimental and theoretical stress-strain-damage correlation procedure for constitutive modelling of granite,花岗岩本构模拟的实验和理论应力 - 应变 - 损伤关联程序,/science/article/pii/S1365160918309444/pdfft?md5=0eb2d18136f799d269203f61a0564c8f&pid=1-s2.0-S1365160918309444-main.pdf
122-114,2019,A novel three-dimensional discrete fracture network model for investigating the role of aperture heterogeneity on fluid flow through fractured rock masses,一种新的三维离散裂缝网络模型，用于研究孔隙非均质性对裂隙岩体流体流动的影响,/science/article/pii/S1365160918308931/pdfft?md5=3ec89eedf44aac645ce0de2e9543a56e&pid=1-s2.0-S1365160918308931-main.pdf
122-114,2019,An empirical method for determining the mechanical properties of jointed rock mass using drilling energy,利用钻井能量确定节理岩体力学特性的经验方法,/science/article/pii/S1365160918310372/pdfft?md5=f99c5d32c7af3efcf572108464602102&pid=1-s2.0-S1365160918310372-main.pdf
122-114,2019,Reconstructing the mechanical parameters of a transversely-isotropic rock based on log and incomplete core data integration,基于对数和不完全核心数据集成重建横观各向同性岩石的力学参数,/science/article/pii/S1365160918305896/pdfft?md5=89d51e64de3c56416fd9f76d7b592b2f&pid=1-s2.0-S1365160918305896-main.pdf
122-114,2019,Editorial Board,编委会,/science/article/pii/S1365160919301595/pdfft?md5=59004be862f873d7e8ad2b0ef23f196c&pid=1-s2.0-S1365160919301595-main.pdf
122-114,2019,"Numerical investigation of rock tensile strength determined by direct tension, Brazilian and three-point bending tests",通过直接拉伸，巴西和三点弯曲试验确定岩石抗拉强度的数值研究,/science/article/pii/S1365160918306579/pdfft?md5=e3da4f6efc659564a962d255fae06d20&pid=1-s2.0-S1365160918306579-main.pdf
122-114,2019,Study on crack formation and propagation in the galleries of the Dagangshan high arch dam in Southwest China based on microseismic monitoring and numerical simulation,基于微震监测和数值模拟的西南大岗山高拱廊廊道裂缝形成与扩展研究,/science/article/pii/S1365160918302557/pdfft?md5=42596e6af5219e73862866abf8466b6d&pid=1-s2.0-S1365160918302557-main.pdf
122-114,2019,Cement grout propagation in two-dimensional fracture networks: Impact of structure and hydraulic variability,水泥浆在二维裂缝网络中的传播：结构和水力变化的影响,/science/article/pii/S1365160918306397/pdfft?md5=9e38eb0d34f58c1ddfb214f0a04bf51b&pid=1-s2.0-S1365160918306397-main.pdf
122-114,2019,Dynamic Mohr–Coulomb and Hoek–Brown strength criteria of sandstone at high strain rates,高应变率下砂岩的动态Mohr-Coulomb和Hoek-Brown强度准则,/science/article/pii/S136516091830652X/pdfft?md5=c26eaf4a3db4ce977f372a9bfdaa1179&pid=1-s2.0-S136516091830652X-main.pdf
122-114,2019,Discontinuous fatigue of salt rock with low-stress intervals,低应力区间盐岩的不连续疲劳,/science/article/pii/S1365160918309468/pdfft?md5=fd6d87c7ef41dd9851a32cf853dadfda&pid=1-s2.0-S1365160918309468-main.pdf
122-114,2019,Full-scale experimental investigation of the performance of a jet-assisted rotary drilling system in crystalline rock,结晶岩石中喷射辅助旋转钻井系统性能的全尺寸实验研究,/science/article/pii/S136516091830697X/pdfft?md5=5613be15d5e7226be637fc59b17126db&pid=1-s2.0-S136516091830697X-main.pdf
122-114,2019,Model I cohesive zone models of different rank coals,模型I不同等级煤的凝聚区模型,/science/article/pii/S1365160918306269/pdfft?md5=1952a23dc4a772e718ce2a3526c864e1&pid=1-s2.0-S1365160918306269-main.pdf
122-114,2019,A new cavability assessment for Longwall Top Coal Caving from discontinuum numerical analysis,基于不连续面数值分析的长壁放顶煤新型空洞性评价,/science/article/pii/S1365160918308372/pdfft?md5=dbbc59d0405dedadc889964db452b7ae&pid=1-s2.0-S1365160918308372-main.pdf
122-114,2019,InfraRed Thermography presented as an innovative and non-destructive solution to quantify rock porosity in laboratory,InfraRed Thermography是一种创新的非破坏性解决方案，用于量化实验室中的岩石孔隙度,/science/article/pii/S136516091830827X/pdfft?md5=42b981b94797387a4c68cee4e1adee30&pid=1-s2.0-S136516091830827X-main.pdf
122-114,2019,Thermal conductivity of thermally damaged Beishan granite under uniaxial compression,单轴压缩下热破坏北山花岗岩的导热系数,/science/article/pii/S1365160918309304/pdfft?md5=9acd2b0d25d3faa1a69ff48aad52fa5c&pid=1-s2.0-S1365160918309304-main.pdf
122-114,2019,A comprehensive parametric study of grain-based models for rock failure process simulation,基于颗粒的岩石破坏过程模拟模型的综合参数研究,/science/article/pii/S1365160918306178/pdfft?md5=3621e7d1f0dc3ad2851f72647a202155&pid=1-s2.0-S1365160918306178-main.pdf
122-114,2019,Frequency analysis of multi-sources acoustic emission from high-velocity waterjet rock drilling and its indicator to drilling efficiency,高速水射流凿岩多源声发射频率分析及其钻井效率指标,/science/article/pii/S1365160918312322/pdfft?md5=b959b7f274fbb728a5ccd42c1d4defbf&pid=1-s2.0-S1365160918312322-main.pdf
122-114,2019,Mechanical properties and fracture evolution of sandstone specimens containing different inclusions under uniaxial compression,单轴压缩下含不同夹杂物的砂岩试样力学性能及断裂演化,/science/article/pii/S1365160918307901/pdfft?md5=a22e5b9f686d5ca5f6e9b1bc33c092fb&pid=1-s2.0-S1365160918307901-main.pdf
122-114,2019,Experimental investigation and damage modeling of salt rock subjected to fatigue loading,盐岩疲劳荷载试验研究及损伤模拟,/science/article/pii/S1365160918312231/pdfft?md5=67697d91501e58b72e19c3010acd273a&pid=1-s2.0-S1365160918312231-main.pdf
122-114,2019,"Integration of underground mapping, petrology, and high-resolution microseismicity analysis to characterise weak geotechnical zones in deep South African gold mines",整合地下测绘，岩石学和高分辨率微地震分析，以描绘南非深海金矿的薄弱岩土区,/science/article/pii/S1365160918301436/pdfft?md5=3727faba68046fa09acad156cd6f9a89&pid=1-s2.0-S1365160918301436-main.pdf
122-114,2019,Analytical solution of the pseudo-3D model for hydraulic fracturing in a storage-dominated regime,存储主导区域水力压裂伪三维模型的解析解,/science/article/pii/S1365160917303684/pdfft?md5=fc8a911c44136e69dc5ea794a8fac01c&pid=1-s2.0-S1365160917303684-main.pdf
122-114,2019,Drained pore modulus and Biot coefficient from pore-scale digital rock simulations,从孔隙数字岩石模拟中排出孔隙模量和Biot系数,/science/article/pii/S1365160918300959/pdfft?md5=ff23b966e4964204094050090e28c3b3&pid=1-s2.0-S1365160918300959-main.pdf
122-114,2019,Effective evaluation of pressure relief drilling for reducing rock bursts and its application in underground coal mines,减压钻井减少岩爆的有效评价及其在煤矿井下的应用,/science/article/pii/S1365160918303757/pdfft?md5=59f6f1877b082336054221d399dd2a73&pid=1-s2.0-S1365160918303757-main.pdf
122-114,2019,Effect of the clump size for bonded particle model on the uniaxial and tensile strength ratio of rock,粘结颗粒模型的团块尺寸对岩石单轴和抗拉强度比的影响,/science/article/pii/S1365160918301643/pdfft?md5=2d5875ab193b86870eaa921e7260823b&pid=1-s2.0-S1365160918301643-main.pdf
122-114,2019,Failure behavior and crack evolution mechanism of a non-persistent jointed rock mass containing a circular hole,含圆孔的非承台节理岩体破坏特征及裂缝演化机制,/science/article/pii/S1365160918307111/pdfft?md5=c215370ae4168089f8ba68cbc6ccb757&pid=1-s2.0-S1365160918307111-main.pdf
122-114,2019,Water saturation effects on dynamic fracture behavior of sandstone,含水饱和度对砂岩动态断裂行为的影响,/science/article/pii/S1365160918306488/pdfft?md5=5b93add332a8f4140470679d5f417dca&pid=1-s2.0-S1365160918306488-main.pdf
