Vol,Year,Title,题目,网址
106-102,2018,"Investigation of shaft stability and anisotropic deformation in a deep shaft in Idaho, United States",美国爱达荷州深井井筒稳定性和各向异性变形研究,/science/article/pii/S1365160917308870/pdfft?md5=df4529ef293af68e9227218c379b53cd&pid=1-s2.0-S1365160917308870-main.pdf
106-102,2018,Numerical modeling of influence parameters in cavabililty of rock mass in block caving mines,放顶煤矿体岩体可动性影响参数的数值模拟,/science/article/pii/S1365160916303409/pdfft?md5=bef5a3c37df43b6a3a964e9999aaa190&pid=1-s2.0-S1365160916303409-main.pdf
106-102,2018,Characteristics of shear-induced asperity degradation of rock fractures and implications for solute retardation,岩石裂缝剪切引起的粗糙度退化特征及其对溶质迟缓的影响,/science/article/pii/S1365160917308663/pdfft?md5=1d6f6c5833224d374af3648471f65c6a&pid=1-s2.0-S1365160917308663-main.pdf
106-102,2018,Assessment of rock-bit interaction and drilling performance using elastic waves propagated by the drilling system,使用钻井系统传播的弹性波评估岩石钻头相互作用和钻井性能,/science/article/pii/S1365160917301296/pdfft?md5=30095f901bf5e1e19bee3217d44e99c4&pid=1-s2.0-S1365160917301296-main.pdf
106-102,2018,Three new boundary conditions for the seismic response analysis of geomechanics problems using the numerical manifold method,利用数值流形方法分析地质力学问题地震反应的三个新边界条件,/science/article/pii/S136516091730922X/pdfft?md5=a249d27e5249b1e368c73d6ab07c5704&pid=1-s2.0-S136516091730922X-main.pdf
106-102,2018,A progressive S-shaped yield criterion and its application to rock pillar behavior,渐进S形屈服准则及其在岩柱性状中的应用,/science/article/pii/S1365160917308730/pdfft?md5=3c9f23e69cf924b3b0ef54e85149b16d&pid=1-s2.0-S1365160917308730-main.pdf
106-102,2018,Three-Dimensional Poroelastic Modeling of Multiple Hydraulic Fracture Propagation from Horizontal Wells,水平井多水力裂缝扩展的三维多孔弹性模拟,/science/article/pii/S1365160917310316/pdfft?md5=89a7939eb0283e5269f5f0233e7247b6&pid=1-s2.0-S1365160917310316-main.pdf
106-102,2018,Simple three-dimensional Mohr-Coulomb criteria for intact rocks,完整岩石的简单三维Mohr-Coulomb标准,/science/article/pii/S1365160917304598/pdfft?md5=c71c3bf5469c705bb6c0e5960fba3d8b&pid=1-s2.0-S1365160917304598-main.pdf
106-102,2018,Assessing the tensile strength of rocks and geological discontinuities via pull-off tests,通过拉脱试验评估岩石的拉伸强度和地质不连续性,/science/article/pii/S1365160917305610/pdfft?md5=e5f889251b7fff31e32843f4309456cb&pid=1-s2.0-S1365160917305610-main.pdf
106-102,2018,Experimental investigations on deformation of soft rock during cutting,切削过程中软岩变形的试验研究,/science/article/pii/S1365160917304902/pdfft?md5=a39c4be872f49c10c720c06e143c6272&pid=1-s2.0-S1365160917304902-main.pdf
106-102,2018,Editorial Board,编委会,/science/article/pii/S1365160918303204/pdfft?md5=4467cc9c04910ef8a2d85d9f50e3c1e7&pid=1-s2.0-S1365160918303204-main.pdf
106-102,2018,A time dependency prediction of the number of mining subsidence events over a large mining field with uncertainties considerations,基于不确定性考虑的大型采矿场开采沉陷事件数量的时间依赖性预测,/science/article/pii/S1365160917305816/pdfft?md5=4291c25703f59da16237bd4971a95f0f&pid=1-s2.0-S1365160917305816-main.pdf
106-102,2018,Modelling temperature-influenced acidizing process in fractured carbonate rocks,压裂碳酸盐岩中受温度影响的酸化过程模拟,/science/article/pii/S1365160917312121/pdfft?md5=570a6391ed87d54aae3f9f35e16d90d2&pid=1-s2.0-S1365160917312121-main.pdf
106-102,2018,Change detection in drill and blast tunnels from point cloud data,从点云数据中更改钻探和爆破隧道中的检测,/science/article/pii/S1365160918302430/pdfft?md5=a47413f051fb131315b64a8ccc4329ac&pid=1-s2.0-S1365160918302430-main.pdf
106-102,2018,The state of stress in SW Iran and implications for hydraulic fracturing of a naturally fractured carbonate reservoir,SW伊朗的应力状态及对天然裂缝性碳酸盐岩储层水力压裂的影响,/science/article/pii/S1365160917301661/pdfft?md5=a2910ac9482aa79d83a60c563bfaa19e&pid=1-s2.0-S1365160917301661-main.pdf
106-102,2018,In situ measurements of thermally loaded rock and evaluation of an experiment with a 3D numerical model,热载岩的现场测量和三维数值模型的实验评估,/science/article/pii/S1365160917302307/pdfft?md5=3ce378df57c0b4ab767186088a00024e&pid=1-s2.0-S1365160917302307-main.pdf
106-102,2018,Numerical prediction of in situ horizontal stress evolution in coalbed methane reservoirs by considering both poroelastic and sorption induced strain effects,考虑多孔弹性和吸附诱导应变效应的煤层气储层原位水平应力演化数值预测,/science/article/pii/S1365160917309097/pdfft?md5=bb98c358bda233543c7259edf26b237b&pid=1-s2.0-S1365160917309097-main.pdf
106-102,2018,An experimental study of the vibration of a drill rod during roof bolt installation,顶板锚杆安装时钻杆振动的试验研究,/science/article/pii/S1365160917306688/pdfft?md5=716353389501973106f5e2cef4e8925b&pid=1-s2.0-S1365160917306688-main.pdf
106-102,2018,Time function model of dynamic surface subsidence assessment of grout-injected overburden of a coal mine,煤矿注浆覆岩动态地表沉降评价的时间函数模型,/science/article/pii/S1365160917307104/pdfft?md5=f138d3849b5c33eb74ed764555aaec41&pid=1-s2.0-S1365160917307104-main.pdf
106-102,2018,Monitoring hydraulically-induced fractures in the laboratory using acoustic emissions and the fluorescent method,使用声发射和荧光方法监测实验室中的水力诱发裂缝,/science/article/pii/S1365160917304768/pdfft?md5=859f6ae2d40c2fb605d469ebbeb7dda7&pid=1-s2.0-S1365160917304768-main.pdf
106-102,2018,Estimating rock strength parameters using drilling data,使用钻井数据估算岩石强度参数,/science/article/pii/S1365160917300229/pdfft?md5=56985f14c146e923724d1b2a41c00e29&pid=1-s2.0-S1365160917300229-main.pdf
106-102,2018,Study and discussion of short- strip coal pillar recovery with cemented paste backfill,用胶结糊回填法研究和处理短带煤柱回收,/science/article/pii/S1365160917300564/pdfft?md5=14eb7e9ce5797e5853609216471502ac&pid=1-s2.0-S1365160917300564-main.pdf
106-102,2018,The effect of weakness patches on wellbore stability in anisotropic media,弱点对各向异性介质中井筒稳定性的影响,/science/article/pii/S1365160916303215/pdfft?md5=bb1596284c56e8b63277980d4ec20564&pid=1-s2.0-S1365160916303215-main.pdf
106-102,2018,A proposed method for estimating in-situ stress direction using panoramic stereo-pair imaging and stressed borehole geometric shapes,提出的使用全景立体对成像和应力井眼几何形状估计地应力方向的方法,/science/article/pii/S1365160917306287/pdfft?md5=99f9b2bb5e8a1d4a6b3f4eed74bd8a48&pid=1-s2.0-S1365160917306287-main.pdf
106-102,2018,Experimental investigation of the anisotropic mechanical behavior of phyllite under triaxial compression,千枚岩三轴压缩各向异性力学行为的实验研究,/science/article/pii/S1365160917303891/pdfft?md5=7c83fb5d842b207499b159f31ff793e6&pid=1-s2.0-S1365160917303891-main.pdf
106-102,2018,Study of a borehole panoramic stereopair imaging system,钻孔全景立体像对成像系统的研究,/science/article/pii/S1365160917300576/pdfft?md5=d3b301bc5ba59686a74966fac45ed61e&pid=1-s2.0-S1365160917300576-main.pdf
106-102,2018,A case study of dividing a single blast into two parts in sublevel caving,以分段崩落法将单个爆破分为两部分的案例研究,/science/article/pii/S1365160917304203/pdfft?md5=22df6eac8c51b2c7f853d900fdeb5ed4&pid=1-s2.0-S1365160917304203-main.pdf
106-102,2018,Dynamic stress concentration and energy evolution of deep-buried tunnels under blasting loads,爆破荷载作用下深埋隧道的动应力集中与能量演化,/science/article/pii/S1365160917304252/pdfft?md5=42cc13fdfbb520890f4f0db3ba62ef32&pid=1-s2.0-S1365160917304252-main.pdf
106-102,2018,A revisit to the Lekhnitskii-Amadei solution for borehole stress calculation in tilted transversely isotropic media,重新审视Lekhnitskii-Amadei解决方案，用于倾斜横向各向同性介质中的井眼应力计算,/science/article/pii/S1365160917304537/pdfft?md5=100696ec0c7c85a413b47d54feb46f72&pid=1-s2.0-S1365160917304537-main.pdf
106-102,2018,Effects of stress path on shear strength of a rock salt,应力路径对岩盐抗剪强度的影响,/science/article/pii/S1365160918301102/pdfft?md5=5b2e1a800864a87b85f5833ebd0f10b8&pid=1-s2.0-S1365160918301102-main.pdf
106-102,2018,Analysis of the surface horizontal displacement changes due to longwall panel advance,长壁板推进引起的表面水平位移变化分析,/science/article/pii/S136516091730744X/pdfft?md5=bb155de797faa6c1df35c89f4990b872&pid=1-s2.0-S136516091730744X-main.pdf
106-102,2018,A displacement-softening contact model for discrete element modeling of quasi-brittle materials,用于准脆性材料离散元件建模的位移 - 软化接触模型,/science/article/pii/S1365160917308377/pdfft?md5=b7c70c26325f785588d5bbba7b78eed9&pid=1-s2.0-S1365160917308377-main.pdf
106-102,2018,"Stability assessment of the left bank slope of the Baihetan Hydropower Station, Southwest China",白鹤滩水电站左岸边坡稳定性评价,/science/article/pii/S1365160917304495/pdfft?md5=4aa0b59204d085758afad3f0f433a307&pid=1-s2.0-S1365160917304495-main.pdf
106-102,2018,The b-value evolution of mining-induced seismicity and mainshock occurrences at hard-rock mines,硬岩矿山采动诱发地震活动和主震发生的b值演化,/science/article/pii/S1365160917306275/pdfft?md5=b3d75ac524d69ac4b5191374b0790670&pid=1-s2.0-S1365160917306275-main.pdf
106-102,2018,Editorial Board,编委会,/science/article/pii/S1365160918302089/pdfft?md5=d1afe6d0a71ae337d7a045790009b81a&pid=1-s2.0-S1365160918302089-main.pdf
106-102,2018,Mechanical behavior of rock bolts under a high temperature environment,高温环境下岩石锚杆的力学行为,/science/article/pii/S1365160917312194/pdfft?md5=22f55ec5842d7cca9425e9accc157e56&pid=1-s2.0-S1365160917312194-main.pdf
106-102,2018,Experimental investigation on shear creep properties of undisturbed rock discontinuity in Baihetan Hydropower Station,白鹤滩水电站原状岩体不连续面剪切蠕变特性试验研究,/science/article/pii/S1365160917302836/pdfft?md5=a04176b2fd9e8642734f4b47ce33e2a7&pid=1-s2.0-S1365160917302836-main.pdf
106-102,2018,Mechanical performances of rock-concrete bi-material disks under diametrical compression,直径压缩下岩石混凝土双材料圆盘的力学性能,/science/article/pii/S1365160917307803/pdfft?md5=1b68e41c73bf0be49718f37513c60cbb&pid=1-s2.0-S1365160917307803-main.pdf
106-102,2018,Study of the effect of empty holes on propagating cracks under blasting loads,爆破荷载作用下空洞对传播裂缝影响的研究,/science/article/pii/S1365160917308900/pdfft?md5=a0e058e4ce74226e50531d52d336a518&pid=1-s2.0-S1365160917308900-main.pdf
106-102,2018,Interaction analysis of propagating opening mode fractures with veins using the Discrete Element Method,基于离散元法的静脉传播开放型骨折的相互作用分析,/science/article/pii/S1365160917303350/pdfft?md5=873599393298a1a65ef09af405e0548d&pid=1-s2.0-S1365160917303350-main.pdf
106-102,2018,Fracture mechanism of naturally cracked rock around an inverted U-shaped opening in a biaxial compression test,双轴压缩试验中倒U形开口周围自然裂隙岩石的断裂机制,/science/article/pii/S1365160917306068/pdfft?md5=5dbe33b60a1bd77dd2f97286581a2f77&pid=1-s2.0-S1365160917306068-main.pdf
106-102,2018,Analytical and experimental study of failure onset during a Brazilian test,巴西试验中失败发生的分析和实验研究,/science/article/pii/S1365160917306937/pdfft?md5=5bc9312ddd63acb3d55fcb5c6d520086&pid=1-s2.0-S1365160917306937-main.pdf
106-102,2018,Modeling deformation and damage of rock salt using the discrete element method,用离散元法模拟岩盐的变形与破坏,/science/article/pii/S1365160917306202/pdfft?md5=0e6d3f313aa390aef6feec594ff8f10d&pid=1-s2.0-S1365160917306202-main.pdf
106-102,2018,Investigating and predicting permeability variation in thermally cracked dry rocks,研究和预测热裂干岩石的渗透率变化,/science/article/pii/S1365160917308419/pdfft?md5=17a313892eb890723ab6758a85e15a6d&pid=1-s2.0-S1365160917308419-main.pdf
106-102,2018,Laboratory study of the influence of dip and ore width on gravity flow during longitudinal sublevel caving,倾角和矿石宽度对纵向分段崩落过程中重力流影响的室内研究,/science/article/pii/S1365160917305683/pdfft?md5=ada28914143246fd278e69f02f0185f5&pid=1-s2.0-S1365160917305683-main.pdf
106-102,2018,Improvement of analytical factor of safety estimation of falling failure mode in roof wedge stability,楔形稳定性下降失效模式安全性评估分析因素的改进,/science/article/pii/S1365160917302265/pdfft?md5=6663c3d5d0f583763cba69306434cee2&pid=1-s2.0-S1365160917302265-main.pdf
106-102,2018,A study on rock cutting efficiency and structural stability of a point attack pick cutter by lab-scale linear cutting machine testing and finite element analysis,实验室规模线切割机试验和有限元分析研究点攻镐切削效率和结构稳定性,/science/article/pii/S1365160916305445/pdfft?md5=d65486062ca1a1b591536e747a975da8&pid=1-s2.0-S1365160916305445-main.pdf
106-102,2018,Estimating the support effect of energy-absorbing rock bolts based on the mechanical work transfer ability,基于机械功传递能力估算吸能岩石锚杆的支护效果,/science/article/pii/S1365160917303647/pdfft?md5=5c6f403409ae0cd1deee1a9842b85fa7&pid=1-s2.0-S1365160917303647-main.pdf
106-102,2018,A fully coupled thermo-hydro-mechanical model including the determination of coupling parameters for freezing rock,一种完全耦合的热 - 水 - 力学模型，包括确定冻结岩石的耦合参数,/science/article/pii/S1365160917302551/pdfft?md5=dcf2e3e2bb447d93a97a6a5954b93878&pid=1-s2.0-S1365160917302551-main.pdf
106-102,2018,Crown pillar design in highly dipping coal seam,高倾角煤层中的冠柱设计,/science/article/pii/S136516091630572X/pdfft?md5=00dda662afd5fdc9da5a6fbc39a47b16&pid=1-s2.0-S136516091630572X-main.pdf
106-102,2018,Numerical simulation on the coupling law of stress and gas pressure in the uncovering tectonic coal by cross-cut,横切面揭示构造煤应力与瓦斯压力耦合规律的数值模拟,/science/article/pii/S1365160916303434/pdfft?md5=568e12b5d298a05842de8d7816c4f693&pid=1-s2.0-S1365160916303434-main.pdf
106-102,2018,Editorial Board,编委会,/science/article/pii/S1365160918301230/pdfft?md5=6403d6e356ae5ac67fec8ea54958480a&pid=1-s2.0-S1365160918301230-main.pdf
106-102,2018,Dynamic structural evolution of overlying strata during shallow coal seam longwall mining,浅埋煤层长壁开采中上覆地层的动态结构演化,/science/article/pii/S1365160916304002/pdfft?md5=9e60edc3cc38c469eb104f10ca5a6950&pid=1-s2.0-S1365160916304002-main.pdf
106-102,2018,Corrigendum to “A practical solution to the mechanical perturbations induced by non-isothermal injection into a permeable medium” [Int J Rock Mech Min Sci 91 (2017) 7–17],“通过非等温注入渗透介质引起的机械扰动的实用解决方案”的勘误[Int J Rock Mech Min Sci 91（2017）7-17],/science/article/pii/S1365160918300856/pdfft?md5=bea88ae049c9991ec886236c3cc79196&pid=1-s2.0-S1365160918300856-main.pdf
106-102,2018,Use of an integrated finite/discrete element method-discrete fracture network approach to characterize surface subsidence associated with sub-level caving,使用集成的有限/离散元素方法 - 离散裂缝网络方法来表征与次级崩落相关的地表沉降,/science/article/pii/S1365160916304634/pdfft?md5=79a70e929d1daf8649e199cf78222702&pid=1-s2.0-S1365160916304634-main.pdf
106-102,2018,Empirical and probabilistic analysis of blast-induced ground vibrations,爆炸引起的地面振动的经验和概率分析,/science/article/pii/S1365160917305725/pdfft?md5=e03f1cb72f01fc6da6951e2e4a286e1f&pid=1-s2.0-S1365160917305725-main.pdf
106-102,2018,Long term creep closure of salt cavities,盐腔的长期蠕变闭合,/science/article/pii/S1365160917303970/pdfft?md5=f328f9b0b8992f35dfdb6199c76fe00d&pid=1-s2.0-S1365160917303970-main.pdf
106-102,2018,Three-dimensional mineral grade distribution modelling and longwall mining of an underground bauxite seam,地下铝土矿煤层三维矿物等级分布模型及长壁开采,/science/article/pii/S1365160917302022/pdfft?md5=f689ced27de61429a2818c4d6dae6a03&pid=1-s2.0-S1365160917302022-main.pdf
106-102,2018,Response characteristics of coal subjected to coupling static and waterjet impact loads,煤与静水冲击荷载耦合作用下的响应特性,/science/article/pii/S1365160916305160/pdfft?md5=dbf27ecf2e73b71224b0e3a12996189e&pid=1-s2.0-S1365160916305160-main.pdf
106-102,2018,A Modified Cubic Law for single-phase saturated laminar flow in rough rock fractures,粗糙岩石裂缝中单相饱和层流的修正立方定律,/science/article/pii/S1365160917301910/pdfft?md5=39656c0a0b22ccceeb4ee3647d5d76c5&pid=1-s2.0-S1365160917301910-main.pdf
106-102,2018,A coupled thermo-mechanical damage model for granite,花岗岩的耦合热机械损伤模型,/science/article/pii/S1365160917304811/pdfft?md5=370234a40d996c94c3f5098f07a23b81&pid=1-s2.0-S1365160917304811-main.pdf
106-102,2018,A damage constitutive model for intermittent jointed rocks under cyclic uniaxial compression,循环单轴压缩下间歇节理岩体损伤本构模型,/science/article/pii/S1365160917304525/pdfft?md5=e93404e00b99392a983df90f5356be56&pid=1-s2.0-S1365160917304525-main.pdf
106-102,2018,A risk assessment proposal for underground cavities in Hard Soils-Soft Rocks,硬土 - 软岩地下洞室风险评估方案,/science/article/pii/S1365160917303386/pdfft?md5=699fd616c96a359492991e1d63a70cb0&pid=1-s2.0-S1365160917303386-main.pdf
106-102,2018,Effects of relative humidity and mineral compositions on creep deformation and failure of a claystone under compression,相对湿度和矿物组成对压缩下粘土岩蠕变变形和破坏的影响,/science/article/pii/S1365160916302143/pdfft?md5=33ccecb6416677c7f9e76fbee54a0b3e&pid=1-s2.0-S1365160916302143-main.pdf
106-102,2018,Fracturing mechanism of coal-like rock specimens under the effect of non-explosive expansion,非爆炸膨胀作用下煤样岩样的压裂机理,/science/article/pii/S1365160917306925/pdfft?md5=ce299db84874f20cfb5d155f02c523a6&pid=1-s2.0-S1365160917306925-main.pdf
106-102,2018,The reasonable breaking location of overhanging hard roof for directional hydraulic fracturing to control strong strata behaviors of gob-side entry,用于定向水力压裂的悬挑硬顶的合理破碎位置，以控制采空区入口强烈的地层行为,/science/article/pii/S1365160916302957/pdfft?md5=bb853bfedf6d2be37731d0123f3ac336&pid=1-s2.0-S1365160916302957-main.pdf
106-102,2018,Damage-vibration couple control of rock mass blasting for high rock slopes,高边坡岩体爆破损伤 - 振动耦合控制,/science/article/pii/S1365160917306962/pdfft?md5=e9b8fd236d820f1147331bf6c6302ce9&pid=1-s2.0-S1365160917306962-main.pdf
106-102,2018,Experimental study and micromechanical interpretation of the poroelastic behaviour and permeability of a tight sandstone,致密砂岩孔隙度与渗透率的实验研究及微观力学解释,/science/article/pii/S1365160916303823/pdfft?md5=f26bd041fcb74bb6615e9371eb2f5902&pid=1-s2.0-S1365160916303823-main.pdf
106-102,2018,Hydro-mechanical behaviour of the Cobourg limestone,Cobourg石灰石的水力学行为,/science/article/pii/S1365160917303544/pdfft?md5=edbc6b34875f490a32d8df60285241e9&pid=1-s2.0-S1365160917303544-main.pdf
106-102,2018,Tensile fracture analysis of a thin Euler-Bernoulli beam and the transition to the voussoir model,薄Euler-Bernoulli梁的拉伸断裂分析及向voussoir模型的过渡,/science/article/pii/S1365160917305221/pdfft?md5=9b0658f19cd678619864fe26c97b4696&pid=1-s2.0-S1365160917305221-main.pdf
106-102,2018,Influence of calcium ions on subcritical crack growth in granite,钙离子对花岗岩亚临界裂纹扩展的影响,/science/article/pii/S1365160917301545/pdfft?md5=67ce94a054882fbade5e81dcaeeffac4&pid=1-s2.0-S1365160917301545-main.pdf
106-102,2018,Research and application of a symmetric bilinear initiation system in rock blasting,岩石爆破中对称双线性起爆系统的研究与应用,/science/article/pii/S1365160916305147/pdfft?md5=aef3d0454ba0452a370a1c648787c0e8&pid=1-s2.0-S1365160916305147-main.pdf
106-102,2018,3D geomechanical model tests on asymmetric reinforcement and overall stability relating to the Jinping I super-high arch dam,锦屏一号超高拱坝不对称加固与整体稳定三维地质力学模型试验,/science/article/pii/S1365160917301363/pdfft?md5=5b41f543230ee3c07072eff271c3d1cf&pid=1-s2.0-S1365160917301363-main.pdf
106-102,2018,Multivariate distribution model for stress variability characterisation,应力变异特征的多元分布模型,/science/article/pii/S1365160917306251/pdfft?md5=f96ee23331df81027d85d3a3c6044724&pid=1-s2.0-S1365160917306251-main.pdf
106-102,2018,Pseudo-static failure modes and yield accelerations in rock slopes,岩质边坡中的伪静力破坏模式和屈服加速度,/science/article/pii/S1365160917301909/pdfft?md5=cf4014cb974b5bda246dc651ffd0cd82&pid=1-s2.0-S1365160917301909-main.pdf
106-102,2018,Yield envelope assessment as a preliminary screening tool to determine carbon capture and storage viability in depleted southern north-sea hydrocarbon reservoirs,产量包络评估作为初步筛选工具，用于确定耗尽的南部北海碳氢化合物油藏的碳捕获和储存能力,/science/article/pii/S1365160917302745/pdfft?md5=4553dc2cea280101a7afa83dbcbbd920&pid=1-s2.0-S1365160917302745-main.pdf
