Vol,Year,Title,题目,网址
110-106,2018,"Anisotropic elastic, strength, and fracture properties of Marcellus shale",马塞勒斯页岩的各向异性弹性，强度和断裂特性,/science/article/pii/S1365160917312571/pdfft?md5=7e590349f4b7595befd90439c645394c&pid=1-s2.0-S1365160917312571-main.pdf
110-106,2018,Simulation of tabular mine face advance rates using a simplified fracture zone model,利用简化断裂带模型模拟板状矿井工作面推进率,/science/article/pii/S1365160918302454/pdfft?md5=3ec6f122a52778e13f931243e54f4836&pid=1-s2.0-S1365160918302454-main.pdf
110-106,2018,The effect of thermal cycles on limestone mechanical degradation,热循环对石灰石机械降解的影响,/science/article/pii/S1365160917311851/pdfft?md5=ac0063f4155fc582931b3425f6f7ea59&pid=1-s2.0-S1365160917311851-main.pdf
110-106,2018,A study of cut blasting for one-step raise excavation based on numerical simulation and field blast tests,基于数值模拟和现场爆破试验的一步提高开挖爆破研究,/science/article/pii/S1365160917309176/pdfft?md5=0bf8ab331d8091dd7c266a5260a926f8&pid=1-s2.0-S1365160917309176-main.pdf
110-106,2018,Changes in breakdown pressure and fracture morphology of sandstone induced by nitrogen gas fracturing with different pore pressure distributions,不同孔压分布氮气压裂诱发砂岩破裂压力和裂缝形态的变化,/science/article/pii/S1365160916304762/pdfft?md5=977453b6d62c19c491594bc9679e6c60&pid=1-s2.0-S1365160916304762-main.pdf
110-106,2018,Development of a geological model for chargeability assessment of borehole using drill monitoring technique,利用钻井监测技术开发钻孔充填性评价地质模型,/science/article/pii/S1365160917307840/pdfft?md5=861486f7137fe9767583f45c8d49d8e7&pid=1-s2.0-S1365160917307840-main.pdf
110-106,2018,Editorial Board,编委会,/science/article/pii/S1365160918307160/pdfft?md5=871903c35f9e487c26fb5f90c28d1837&pid=1-s2.0-S1365160918307160-main.pdf
110-106,2018,Detection of deformation anisotropy of tuff by a single triaxial test on a single specimen,通过单个试样的单三轴试验检测凝灰岩的变形各向异性,/science/article/pii/S1365160917312182/pdfft?md5=42a06e070411b87cb1b60b0a13d8d93a&pid=1-s2.0-S1365160917312182-main.pdf
110-106,2018,Development of the permeability anisotropy of submarine sedimentary rocks under true triaxial stresses,真三轴应力下海底沉积岩渗透率各向异性的发展,/science/article/pii/S1365160917301971/pdfft?md5=234a509e448ca9e157cb523ed4b2c60e&pid=1-s2.0-S1365160917301971-main.pdf
110-106,2018,Effect of water on the strength and creep lifetime of andesite,水对安山岩强度和蠕变寿命的影响,/science/article/pii/S1365160917303799/pdfft?md5=342b99a1b27f1317f3a2e90b270f07ac&pid=1-s2.0-S1365160917303799-main.pdf
110-106,2018,Numerical studies of improved methane drainage technologies by stimulating coal seams in multi-seam mining layouts,多煤层开采布局刺激煤层改善瓦斯抽放技术的数值研究,/science/article/pii/S1365160917309188/pdfft?md5=64d72025775af1de5210ffc74eec29e7&pid=1-s2.0-S1365160917309188-main.pdf
110-106,2018,Microseismic monitoring and stability analysis of the right bank slope at Dagangshan hydropower station after the initial impoundment,大岗山水电站初期蓄水后右岸边坡微震监测与稳定性分析,/science/article/pii/S1365160917302848/pdfft?md5=3e1507f87ef0cac2886d4aa7b8c765b1&pid=1-s2.0-S1365160917302848-main.pdf
110-106,2018,Influence of pore pressure on the development of a hydraulic fracture in poroelastic medium,孔隙压力对多孔介质水力裂缝发育的影响,/science/article/pii/S136516091730151X/pdfft?md5=f33b1584a328ed436440b6dcddfefcca&pid=1-s2.0-S136516091730151X-main.pdf
110-106,2018,Test and analysis of blast wave in mortar test block,砂浆试块中冲击波的测试与分析,/science/article/pii/S1365160917312819/pdfft?md5=b8985c05feecb458d40047d184f4c2dd&pid=1-s2.0-S1365160917312819-main.pdf
110-106,2018,Creep behaviour investigation of a thin spray-on liner,薄型喷涂衬垫的蠕变行为研究,/science/article/pii/S1365160917310432/pdfft?md5=3ad58feb08669707d928aaecbb49e6eb&pid=1-s2.0-S1365160917310432-main.pdf
110-106,2018,Improving the Hoek–Brown criterion based on the disturbance factor and geological strength index quantification,基于扰动因子和地质强度指标量化改进Hoek-Brown准则,/science/article/pii/S1365160917305531/pdfft?md5=d6362acbae8934b45b2796941a3a1d74&pid=1-s2.0-S1365160917305531-main.pdf
110-106,2018,Influence of temperature on the hydro-mechanical behavior of Boom Clay,温度对臂粘土水力学特性的影响,/science/article/pii/S1365160917312595/pdfft?md5=d0cc345bcce279a9a39f967fbcb72ac8&pid=1-s2.0-S1365160917312595-main.pdf
110-106,2018,Numerical investigation on the dynamic strength and failure behavior of rocks under hydrostatic confinement in SHPB testing,SHPB试验中静水约束下岩石动强度和破坏特性的数值研究,/science/article/pii/S1365160918300558/pdfft?md5=8de193d2be5d12f27987ad1cd3f353fa&pid=1-s2.0-S1365160918300558-main.pdf
110-106,2018,Technique of rock thermal conductivity evaluation on core cuttings and non-consolidated rocks,岩心和非固结岩石岩石热导率评价技术,/science/article/pii/S1365160917313242/pdfft?md5=013466cbaa8e69efd0cf463a74a9878a&pid=1-s2.0-S1365160917313242-main.pdf
110-106,2018,Editorial Board,编委会,/science/article/pii/S136516091830604X/pdfft?md5=b6463809e86d97696faf957ee7e5520c&pid=1-s2.0-S136516091830604X-main.pdf
110-106,2018,The effects of the rotational speed of voussoir beam structures formed by key strata on the ground pressure of stopes,关键层形成的voussoir梁结构转速对采场地压的影响,/science/article/pii/S1365160917310869/pdfft?md5=76ff8ebca2ffa7b92e4644bdb8e83206&pid=1-s2.0-S1365160917310869-main.pdf
110-106,2018,Assessment of roof convergence during driving roadways in underground coal mines by continuous miner,连续采煤机对地下煤矿掘进巷道顶板收敛性的评估,/science/article/pii/S1365160918300285/pdfft?md5=4bae786b04b57eaf88feb4c808c58aea&pid=1-s2.0-S1365160918300285-main.pdf
110-106,2018,An equivalent discontinuous modeling method of jointed rock masses for DEM simulation of mining-induced rock movements,作者：郝建军，王建华，岩土力学ROCK,/science/article/pii/S1365160917311632/pdfft?md5=0d73ce562eb60cbe119b993e47e15c24&pid=1-s2.0-S1365160917311632-main.pdf
110-106,2018,Numerical modelling of strata movement at footwall induced by underground mining,地下采动引起的下盘地层移动数值模拟,/science/article/pii/S1365160917310420/pdfft?md5=3c977ed5827dd763a8c24cede4a27aa1&pid=1-s2.0-S1365160917310420-main.pdf
110-106,2018,Rock structure characterization of a magnetite gneiss with foliation-parallel discontinuities for footwall slope design,具有叶面平行不连续性的磁铁矿片麻岩的岩石结构特征，用于下盘斜坡设计,/science/article/pii/S1365160918300637/pdfft?md5=1db4ece5f6b9c309d4c55c9f586c4888&pid=1-s2.0-S1365160918300637-main.pdf
110-106,2018,In-situ and experimental investigations of rockburst precursor and prevention induced by fault slip,岩爆前兆的原位和实验研究及断层滑动引起的预防,/science/article/pii/S1365160918305264/pdfft?md5=aad8de6609f88f485e20dd60609bf50e&pid=1-s2.0-S1365160918305264-main.pdf
110-106,2018,Hard rock cutting with high pressure jets in various ambient pressure regimes,在各种环境压力状态下用高压喷射器进行硬岩切割,/science/article/pii/S1365160917312844/pdfft?md5=6ebe70a4e75038e17ecfdebff17ff393&pid=1-s2.0-S1365160917312844-main.pdf
110-106,2018,An experimental study of the effect of back rake angle in rock cutting,后倾角在岩石切割中作用的实验研究,/science/article/pii/S1365160917310122/pdfft?md5=0c6dc2c890fd669bb34be1ba23741a12&pid=1-s2.0-S1365160917310122-main.pdf
110-106,2018,Hydraulic fracturing with leakoff in a pressure-sensitive dual porosity medium,在压敏双孔介质中泄漏的水力压裂,/science/article/pii/S1365160917307001/pdfft?md5=9d71022fd12720e6d5f366e155d98738&pid=1-s2.0-S1365160917307001-main.pdf
110-106,2018,Variation of horizontal in situ stress with depth for long-term performance evaluation of the Deep Geological Repository project access shaft,水平地应力随深度的变化，用于深地质储藏库项目进出井的长期性能评估,/science/article/pii/S1365160917302666/pdfft?md5=09aa25e869efd3b1dcb56bd538d90b99&pid=1-s2.0-S1365160917302666-main.pdf
110-106,2018,Laboratory scale research on the impact of stress shadow and natural fractures on fracture geometry during horizontal multi-staged fracturing in shale,应力影和天然裂缝对页岩水平多级压裂过程中裂缝几何形态影响的实验室规模研究,/science/article/pii/S1365160917302241/pdfft?md5=d4910f364b39ca68843701a468b281b1&pid=1-s2.0-S1365160917302241-main.pdf
110-106,2018,"An experimental and analytical study of the effects of shear displacement, fluid type, joint roughness, shear strength, friction angle and dilation angle on proppant embedment development in tight gas sandstone reservoirs",致密气藏砂岩储层剪切位移，流体类型，节理粗糙度，剪切强度，摩擦角和膨胀角对支撑剂嵌入发育影响的实验分析研究,/science/article/pii/S1365160917312741/pdfft?md5=3a8b1aa486aab012b827052999355fac&pid=1-s2.0-S1365160917312741-main.pdf
110-106,2018,Insights on rock fracture from digital imaging and numerical modeling,从数字成像和数值模拟的角度洞察岩石破裂,/science/article/pii/S1365160917305208/pdfft?md5=97459b8224af5189b8a0704ad3b0ad7e&pid=1-s2.0-S1365160917305208-main.pdf
110-106,2018,A discrete-fracture-network fault model revealing permeability and aperture evolutions of a fault after earthquakes,离散裂缝网络断层模型揭示了地震后断层的渗透率和孔径演变,/science/article/pii/S1365160917309747/pdfft?md5=0b7ffa0c3a7c0f9b8b970b0739318f21&pid=1-s2.0-S1365160917309747-main.pdf
110-106,2018,Gas shales testing in controlled partially saturated conditions,在受控的部分饱和条件下测试气页岩,/science/article/pii/S1365160917309978/pdfft?md5=c18fcfeb9672868bce9957d17f7551ed&pid=1-s2.0-S1365160917309978-main.pdf
110-106,2018,Dynamic model validation using blast vibration monitoring in mine backfill,矿井回填中爆破振动监测的动态模型验证,/science/article/pii/S1365160917300503/pdfft?md5=a5cc1648afc733d23d094f8c42a8b0c2&pid=1-s2.0-S1365160917300503-main.pdf
110-106,2018,Experimental investigation of thermomechanical behaviour of clay-rich sandstone at extreme temperatures followed by cooling treatments,富含粘土的砂岩在极端温度下进行冷却处理的热力学行为的实验研究,/science/article/pii/S1365160917310353/pdfft?md5=61f8a783578b949af9349dbb693f39d3&pid=1-s2.0-S1365160917310353-main.pdf
110-106,2018,Effect of petrological characteristics on tensile strength of limestone using hydraulic fracturing tests,水力压裂试验对岩石学特征对石灰石抗拉强度的影响,/science/article/pii/S1365160916305263/pdfft?md5=fa7db10031cf057762c30e958aeabb14&pid=1-s2.0-S1365160916305263-main.pdf
110-106,2018,The role of the intermediate principal stress on the direction of damage zone during hydraulic stimulation,中间主应力对水力刺激过程中损伤区方向的作用,/science/article/pii/S136516091731287X/pdfft?md5=a262c89a352e627613177fee5ba16af0&pid=1-s2.0-S136516091731287X-main.pdf
110-106,2018,Mathematical model of rock stress under abrasive slurry jet impact based on contact mechanics,基于接触力学的磨料浆射流冲击下岩石应力数学模型,/science/article/pii/S136516091730984X/pdfft?md5=93e0e1b35a3f93b92e6f4b43807a27df&pid=1-s2.0-S136516091730984X-main.pdf
110-106,2018,Predicting pillar burst by an explicit modelling of kinetic energy,通过明确的动能建模来预测支柱爆裂,/science/article/pii/S1365160917311930/pdfft?md5=9f035cb3943d6dcbf0d0477bfbbe792c&pid=1-s2.0-S1365160917311930-main.pdf
110-106,2018,Extended finite element procedures for analysis of bolt crossing multiple intersecting rock joints,跨越多个交叉岩石锚杆的锚杆分析的扩展有限元程序,/science/article/pii/S1365160917307529/pdfft?md5=d9c81e82d0311b0c50782301403f516e&pid=1-s2.0-S1365160917307529-main.pdf
110-106,2018,An airblast hazard simulation engine for block caving sites,用于块状崩落场地的喷砂危险模拟引擎,/science/article/pii/S1365160918301503/pdfft?md5=94e242fb47eaff65bd1afa320c12176f&pid=1-s2.0-S1365160918301503-main.pdf
110-106,2018,Determination of hydraulic flushing impact range by DC resistivity test method,用直流电阻率法测定液压冲洗冲击范围,/science/article/pii/S1365160917303131/pdfft?md5=3ba70d73e91c47a3a6cf95f97b7f9d6f&pid=1-s2.0-S1365160917303131-main.pdf
110-106,2018,Time-lapse seismic tomography of an underground mining zone,地下采矿区的延时地震层析成像,/science/article/pii/S1365160917304628/pdfft?md5=8c0db7b87d6dec658d9d1a403081045f&pid=1-s2.0-S1365160917304628-main.pdf
110-106,2018,Estimation of creep parameters of rock salt from uniaxial compression tests,从单轴压缩试验估算岩盐蠕变参数,/science/article/pii/S136516091730415X/pdfft?md5=dffda2bff316a644d34427a24110b91d&pid=1-s2.0-S136516091730415X-main.pdf
110-106,2018,Selection of failure criteria for estimation of safe mud weights in a tight gas sand reservoir,致密砂岩储层安全泥浆重量评估失效准则的选择,/science/article/pii/S1365160917302526/pdfft?md5=f985f0603adbb361b0be339ed483bf7a&pid=1-s2.0-S1365160917302526-main.pdf
110-106,2018,Estimation of rock strength using scratch test by a miniature disc cutter on rock cores or inside boreholes,利用微型圆盘刀在岩芯或内孔上进行划痕试验估算岩石强度,/science/article/pii/S1365160917307554/pdfft?md5=b7bae566690ee1d5f77c755c00d96122&pid=1-s2.0-S1365160917307554-main.pdf
110-106,2018,Rolling disc model for rock cutting based on fracture mechanics,基于断裂力学的岩石切割圆盘模型,/science/article/pii/S1365160917312315/pdfft?md5=f01cb1fa06db5f430cebd5dc2b8cb6da&pid=1-s2.0-S1365160917312315-main.pdf
110-106,2018,Fracture mechanism due to blast-imposed loading under high static stress conditions,在高静态应力条件下由于爆炸加载而产生的断裂机制,/science/article/pii/S1365160917308882/pdfft?md5=fed11e9404bf6581e121ea9b0039a8e1&pid=1-s2.0-S1365160917308882-main.pdf
110-106,2018,Editorial Board,编委会,/science/article/pii/S1365160918305094/pdfft?md5=c427421e2c9f8b90e754bdc71bbe0dde&pid=1-s2.0-S1365160918305094-main.pdf
110-106,2018,Modeling of coupled thermal-hydraulic-mechanical-chemical processes for predicting the evolution in permeability and reactive transport behavior within single rock fractures,耦合热 - 水 - 机械 - 化学过程的模型，用于预测单个岩石裂缝内渗透率和反应迁移行为的演变,/science/article/pii/S1365160917309115/pdfft?md5=8a49159284b130d69933faf47180616d&pid=1-s2.0-S1365160917309115-main.pdf
110-106,2018,An improved method for long-term stability evaluation of strip mining and pillar design,一种改进的条带开采和支柱设计长期稳定性评价方法,/science/article/pii/S1365160917308973/pdfft?md5=1309ace1db524b9e432a0daeba216f33&pid=1-s2.0-S1365160917308973-main.pdf
110-106,2018,Three-dimensional strength estimation of intact rocks using a modified Hoek-Brown criterion based on a new deviatoric function,基于新的偏差函数的改进Hoek-Brown准则对完整岩石的三维强度估算,/science/article/pii/S1365160917302629/pdfft?md5=b9fff7f1deb1f769c666f4fefef51855&pid=1-s2.0-S1365160917302629-main.pdf
110-106,2018,Evaluation of cutting forces in granite treated with microwaves on the basis of multiple linear regression analysis,基于多元线性回归分析的微波处理花岗岩切削力评价,/science/article/pii/S1365160917307505/pdfft?md5=10fb1abdfd80a777fe029bc06e7dcb3b&pid=1-s2.0-S1365160917307505-main.pdf
110-106,2018,An experimental study of temperature at the tip of point-attack pick during rock cutting process,岩石切削过程中点攻击尖端温度的实验研究,/science/article/pii/S1365160917307530/pdfft?md5=78079ab51661fef130615e9e87c6885e&pid=1-s2.0-S1365160917307530-main.pdf
110-106,2018,Stresses induced by a demolition agent in non-explosive rock fracturing,非破坏性岩石压裂中破坏剂引起的应力,/science/article/pii/S1365160917302411/pdfft?md5=5aed59bba9c3086580bc6b35ee219126&pid=1-s2.0-S1365160917302411-main.pdf
110-106,2018,Experimental investigation of the effects of supercritical carbon dioxide on fracture toughness of bituminous coals,超临界二氧化碳对烟煤压裂韧性影响的实验研究,/science/article/pii/S1365160918300194/pdfft?md5=47d823d22a9afa408e9b5c862f79b290&pid=1-s2.0-S1365160918300194-main.pdf
110-106,2018,Fatigue life prediction of rocks based on a new Bi-linear damage model,基于双线性损伤模型的岩石疲劳寿命预测,/science/article/pii/S1365160916302441/pdfft?md5=30feaca3739346a388a59c0091f76339&pid=1-s2.0-S1365160916302441-main.pdf
110-106,2018,New stability calculation method for rock slopes subject to flexural toppling failure,弯曲倾倒破坏岩质边坡稳定性计算新方法,/science/article/pii/S1365160917304136/pdfft?md5=ec2dd15bf18c467c3bbf90c2d3e78a57&pid=1-s2.0-S1365160917304136-main.pdf
110-106,2018,A discontinuum modelling approach for investigation of Longwall Top Coal Caving mechanisms,一种研究长壁顶煤放顶煤机理的不连续面建模方法,/science/article/pii/S1365160917310572/pdfft?md5=2c6bb309fd83823a3c478690ed96d8ec&pid=1-s2.0-S1365160917310572-main.pdf
110-106,2018,Editorial Board,编委会,/science/article/pii/S1365160918304520/pdfft?md5=8dd3b7f972aef6cc3ac37d8359df02e6&pid=1-s2.0-S1365160918304520-main.pdf
110-106,2018,A numerical approach for investigation of stress states induced by salt structures,一种研究盐结构引起的应力状态的数值方法,/science/article/pii/S1365160917307785/pdfft?md5=6337abe67aee473ba22c585d0bd84042&pid=1-s2.0-S1365160917307785-main.pdf
110-106,2018,Impact of drilling fluids on friction coefficient of brittle gas shale,钻井液对脆性页岩摩擦系数的影响,/science/article/pii/S1365160917305269/pdfft?md5=316f2fb0a9313efcf9364a6452e774aa&pid=1-s2.0-S1365160917305269-main.pdf
110-106,2018,A modified extended finite element method for fluid-driven fractures incorporating variable primary energy loss mechanisms,一种改进的扩展有限元方法，用于包含可变一次能量损失机制的流体驱动裂缝,/science/article/pii/S1365160917305257/pdfft?md5=8e4c55fd8bfd3939e5a88de91d405571&pid=1-s2.0-S1365160917305257-main.pdf
110-106,2018,Discrimination of seismic sources in an underground mine using full waveform inversion,利用全波形反演判断地下矿井震源,/science/article/pii/S1365160917313072/pdfft?md5=ef103515d1482b56c7fbd175320f1f5d&pid=1-s2.0-S1365160917313072-main.pdf
110-106,2018,A lined hole in a viscoelastic rock under biaxial far-field stress,双轴远场应力下粘弹性岩石中的衬砌孔,/science/article/pii/S1365160917301053/pdfft?md5=30cf71cfc1439215ff91f17ae3f32bef&pid=1-s2.0-S1365160917301053-main.pdf
110-106,2018,Prediction of permeability and formation factor of sandstone with hybrid lattice Boltzmann/finite element simulation on microtomographic images,基于混合格子Boltzmann /有限元模拟的显微图像预测砂岩渗透率和地层因子,/science/article/pii/S136516091730727X/pdfft?md5=3dbb9604e96d2903629b7828fe9d769e&pid=1-s2.0-S136516091730727X-main.pdf
110-106,2018,Comprehensive statistical analysis of intact rock strength for reliability-based design,基于可靠性设计的完整岩石强度综合统计分析,/science/article/pii/S1365160917305397/pdfft?md5=c63ecbca08c33add50be1bd6de8ad8e8&pid=1-s2.0-S1365160917305397-main.pdf
110-106,2018,Mechanism and risk assessment of overall-instability-induced rockbursts in deep island longwall panels,深海长壁板中整体失稳诱发岩爆的机理和风险评估,/science/article/pii/S1365160917309486/pdfft?md5=84f0e0d1e0d94bd0a35efa2a01a5a7df&pid=1-s2.0-S1365160917309486-main.pdf
110-106,2018,Application of Brillouin optical time domain reflectometry to dynamic monitoring of overburden deformation and failure caused by underground mining,布里渊光时域反射仪在地下开采覆岩变形破坏动态监测中的应用,/science/article/pii/S1365160917307773/pdfft?md5=7b1b419bce7f72a1525a8fdb8b69c859&pid=1-s2.0-S1365160917307773-main.pdf
110-106,2018,Numerical investigation of the development of the excavation damaged zone around a deep polymetallic ore mine,深部多金属矿开采破坏区发育的数值研究,/science/article/pii/S1365160917303611/pdfft?md5=cb2dcf1060a0fed82f6d9c6dd3f3efb8&pid=1-s2.0-S1365160917303611-main.pdf
110-106,2018,Crack tensor-based evaluation of inada granite behavior due to damage under true-triaxial testing condition,基于裂纹张量的真实三轴试验条件下由于损伤引起的inada花岗岩行为评估,/science/article/pii/S1365160918301515/pdfft?md5=875f22d612708b54499d0b3cbc023df6&pid=1-s2.0-S1365160918301515-main.pdf
110-106,2018,Assessing the effect of open stope geometry on rock mass brittle damage using a response surface methodology,使用响应面法评估开放采场几何形状对岩体脆性损伤的影响,/science/article/pii/S136516091730713X/pdfft?md5=62c62fb44d8a6a93c84ab78daf4b1e63&pid=1-s2.0-S136516091730713X-main.pdf
110-106,2018,A numerical study of brittle failure in rocks with distinct microcrack characteristics,具有明显微裂纹特征的岩石脆性破坏的数值研究,/science/article/pii/S1365160917302678/pdfft?md5=6c0e5e60e81dbf24391e9625de908df7&pid=1-s2.0-S1365160917302678-main.pdf
110-106,2018,On the elastic anatomy of heterogeneous fractures in rock,岩石非均质裂缝的弹性解剖学研究,/science/article/pii/S1365160917301776/pdfft?md5=3d9737e91bcf7575ced9d84423f99b7d&pid=1-s2.0-S1365160917301776-main.pdf
